Numero;Sexo;Estado Civil;Edad;Grado Academico;Estado Academico;Provincia;Partido Politico;Genero;Respuesta
657;F;V;28;Primaria;Incompleta;Cartago;Frente Amplio;Transexual;S
658;F;V;41;Educación;Técnica;Heredia;Movimiento Libertario;Asexual;S
659;M;U;57;Universitaria;Completa;Limón;Acción Ciudadana;Transexual;S
660;M;C;26;Primaria;Completa;Limón;Accesibilidad sin Exclusión;Pansexual;N
661;M;V;51;Primaria;Incompleta;San José;Republicano Social Cristiano;Metrosexual;S
662;F;U;36;Educación;Técnica;Heredia;Republicano Social Cristiano;Demisexual;N
663;F;C;21;Secundaria;Completa;Guanacaste;Renovación Costarricense;Bisexual;N
664;M;C;32;No;Aplica;Heredia;Movimiento Libertario;Bisexual;N
665;F;V;25;Secundaria;Incompleta;Limón;Unidad Social Cristiana;Hetrosexual;N
666;F;U;36;No;Aplica;Puntarenas;Renovación Costarricense;Asexual;S
667;M;C;35;No;Aplica;Limón;Movimiento Libertario;Pansexual;N
668;M;S;24;No;Aplica;Guanacaste;Partido Integración Nacional;Asexual;S
669;M;V;56;Secundaria;Completa;Heredia;Partido Integración Nacional;Hetrosexual;N
670;F;C;36;Universitaria;Completa;Heredia;Movimiento Libertario;Transexual;N
671;F;C;63;Universitaria;Incompleta;Limón;Frente Amplio;Transexual;N
672;F;V;52;Primaria;Completa;San José;Unidad Social Cristiana;Antrosexual;S
673;F;U;25;No;Aplica;Limón;Unidad Social Cristiana;Homosexual;N
674;F;U;21;Secundaria;Completa;Heredia;Renovación Costarricense;Homosexual;S
675;F;S;41;Secundaria;Incompleta;Puntarenas;Frente Amplio;Graysexual;S
676;M;S;58;Primaria;Completa;San José;Accesibilidad sin Exclusión;Pansexual;N
677;F;S;58;Primaria;Completa;Puntarenas;Republicano Social Cristiano;Antrosexual;S
678;M;D;64;Universitaria;Incompleta;Alajuela;Partido Integración Nacional;Transexual;S
679;F;S;36;Universitaria;Incompleta;Guanacaste;Republicano Social Cristiano;Bisexual;S
680;M;C;39;Primaria;Incompleta;Alajuela;Acción Ciudadana;Bisexual;N
681;F;U;49;Secundaria;Incompleta;San José;Movimiento Libertario;Graysexual;S
682;M;C;18;Educación;Técnica;Cartago;Republicano Social Cristiano;Metrosexual;N
683;M;C;28;Secundaria;Incompleta;Guanacaste;Unidad Social Cristiana;Homosexual;S
684;F;C;56;Primaria;Completa;Alajuela;Partido Integración Nacional;Pansexual;S
685;F;D;42;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Asexual;S
686;M;U;55;Primaria;Completa;Limón;Partido Integración Nacional;Antrosexual;N
687;F;U;44;Primaria;Incompleta;Limón;Renovación Costarricense;Antrosexual;N
688;F;U;29;Primaria;Incompleta;San José;Frente Amplio;Antrosexual;S
689;F;V;37;No;Aplica;Heredia;Frente Amplio;Metrosexual;S
690;F;V;37;Primaria;Completa;Heredia;Renovación Costarricense;Asexual;N
691;F;C;36;Educación;Técnica;Cartago;Liberación Nacional;Transexual;S
692;M;U;32;Secundaria;Completa;Alajuela;Frente Amplio;Bisexual;N
693;M;U;44;Secundaria;Completa;Guanacaste;Republicano Social Cristiano;Bisexual;S
694;F;U;21;Primaria;Completa;Guanacaste;Movimiento Libertario;Homosexual;N
695;M;D;42;Educación;Técnica;Cartago;Republicano Social Cristiano;Asexual;N
696;M;V;58;Primaria;Incompleta;Guanacaste;Partido Integración Nacional;Hetrosexual;S
697;F;D;33;Secundaria;Incompleta;Alajuela;Acción Ciudadana;Hetrosexual;S
698;F;V;63;Secundaria;Completa;Heredia;Unidad Social Cristiana;Hetrosexual;N
699;M;C;47;Primaria;Completa;Heredia;Partido Integración Nacional;Homosexual;N
700;F;C;41;Primaria;Incompleta;Guanacaste;Movimiento Libertario;Pansexual;S
701;M;C;57;Secundaria;Incompleta;Puntarenas;Liberación Nacional;Asexual;N
702;F;S;37;No;Aplica;Guanacaste;Partido Integración Nacional;Transexual;S
703;M;S;45;Secundaria;Incompleta;San José;Renovación Costarricense;Bisexual;N
704;F;V;29;Primaria;Incompleta;Limón;Movimiento Libertario;Hetrosexual;S
705;F;D;25;Secundaria;Incompleta;San José;Unidad Social Cristiana;Graysexual;S
706;M;V;23;Educación;Técnica;Puntarenas;Renovación Costarricense;Demisexual;N
707;F;U;60;Primaria;Incompleta;San José;Acción Ciudadana;Hetrosexual;S
708;F;V;34;Secundaria;Completa;Heredia;Renovación Costarricense;Homosexual;S
709;M;D;25;Primaria;Incompleta;Puntarenas;Unidad Social Cristiana;Antrosexual;S
710;M;V;57;No;Aplica;Cartago;Frente Amplio;Antrosexual;N
711;M;V;38;No;Aplica;Guanacaste;Movimiento Libertario;Antrosexual;N
712;M;D;53;Secundaria;Incompleta;Cartago;Frente Amplio;Homosexual;S
713;M;S;52;Primaria;Completa;Limón;Accesibilidad sin Exclusión;Graysexual;S
714;M;S;57;Secundaria;Completa;Puntarenas;Unidad Social Cristiana;Transexual;S
715;M;S;22;Universitaria;Completa;Alajuela;Acción Ciudadana;Bisexual;N
716;M;S;53;Primaria;Completa;San José;Liberación Nacional;Asexual;S
717;M;D;60;Primaria;Completa;Heredia;Liberación Nacional;Pansexual;S
718;M;C;61;Primaria;Incompleta;Cartago;Partido Integración Nacional;Pansexual;S
719;F;D;25;Educación;Técnica;Guanacaste;Liberación Nacional;Homosexual;N
720;F;S;42;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Asexual;S
721;F;U;19;No;Aplica;Guanacaste;Acción Ciudadana;Homosexual;S
722;F;C;28;Educación;Técnica;Puntarenas;Renovación Costarricense;Homosexual;N
723;F;D;33;Secundaria;Incompleta;Heredia;Acción Ciudadana;Hetrosexual;N
724;F;C;33;Universitaria;Incompleta;Cartago;Renovación Costarricense;Homosexual;N
725;F;C;55;Universitaria;Completa;Cartago;Unidad Social Cristiana;Bisexual;S
726;F;V;24;Secundaria;Completa;Alajuela;Renovación Costarricense;Pansexual;N
727;F;D;52;Secundaria;Incompleta;Limón;Unidad Social Cristiana;Asexual;S
728;F;C;54;Secundaria;Incompleta;Heredia;Partido Integración Nacional;Transexual;N
729;F;S;37;Secundaria;Incompleta;Guanacaste;Liberación Nacional;Graysexual;S
730;M;D;56;Primaria;Completa;Heredia;Liberación Nacional;Homosexual;S
731;M;V;62;Secundaria;Incompleta;Guanacaste;Acción Ciudadana;Hetrosexual;S
732;F;C;52;Primaria;Incompleta;Heredia;Renovación Costarricense;Hetrosexual;S
733;F;S;41;Primaria;Incompleta;San José;Liberación Nacional;Homosexual;N
734;M;S;44;Secundaria;Completa;Alajuela;Liberación Nacional;Bisexual;S
735;M;C;28;Primaria;Completa;San José;Frente Amplio;Antrosexual;S
736;M;D;30;Universitaria;Completa;Limón;Frente Amplio;Homosexual;N
737;M;D;23;No;Aplica;Limón;Renovación Costarricense;Asexual;N
738;M;U;24;Universitaria;Incompleta;Cartago;Republicano Social Cristiano;Demisexual;N
739;M;V;45;Educación;Técnica;Limón;Renovación Costarricense;Hetrosexual;S
740;M;V;62;Secundaria;Incompleta;Heredia;Frente Amplio;Pansexual;N
741;F;C;18;No;Aplica;Limón;Republicano Social Cristiano;Metrosexual;S
742;M;D;42;Educación;Técnica;Limón;Unidad Social Cristiana;Graysexual;N
743;M;C;64;Educación;Técnica;Alajuela;Partido Integración Nacional;Antrosexual;S
744;M;S;31;Educación;Técnica;Heredia;Acción Ciudadana;Antrosexual;S
745;F;C;36;Primaria;Completa;Guanacaste;Renovación Costarricense;Metrosexual;S
746;F;D;35;Educación;Técnica;Heredia;Partido Integración Nacional;Antrosexual;S
747;M;D;21;Educación;Técnica;Puntarenas;Republicano Social Cristiano;Graysexual;N
748;F;V;30;Universitaria;Completa;Puntarenas;Republicano Social Cristiano;Asexual;S
749;M;C;58;No;Aplica;Limón;Renovación Costarricense;Asexual;N
750;M;V;18;No;Aplica;Puntarenas;Unidad Social Cristiana;Bisexual;N
751;F;U;21;Secundaria;Completa;Heredia;Unidad Social Cristiana;Pansexual;S
752;F;S;37;Universitaria;Completa;Limón;Renovación Costarricense;Transexual;N
753;M;U;54;Primaria;Incompleta;Alajuela;Unidad Social Cristiana;Graysexual;N
754;M;C;30;Secundaria;Incompleta;Heredia;Republicano Social Cristiano;Homosexual;N
755;F;D;64;Secundaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Antrosexual;S
756;M;S;45;Universitaria;Incompleta;Puntarenas;Movimiento Libertario;Bisexual;N
757;F;C;42;Primaria;Incompleta;San José;Liberación Nacional;Antrosexual;S
758;F;C;34;Educación;Técnica;Alajuela;Liberación Nacional;Pansexual;N
759;M;V;38;No;Aplica;Cartago;Acción Ciudadana;Bisexual;N
760;M;C;36;Primaria;Completa;Alajuela;Movimiento Libertario;Antrosexual;S
761;M;S;31;Primaria;Completa;Puntarenas;Liberación Nacional;Metrosexual;S
762;F;V;44;Educación;Técnica;Heredia;Liberación Nacional;Graysexual;S
763;M;C;23;Educación;Técnica;Puntarenas;Liberación Nacional;Graysexual;S
764;F;D;39;Primaria;Completa;Guanacaste;Renovación Costarricense;Hetrosexual;S
765;M;U;22;Universitaria;Incompleta;Cartago;Liberación Nacional;Pansexual;S
766;F;C;22;Secundaria;Incompleta;Cartago;Republicano Social Cristiano;Hetrosexual;N
767;F;C;52;Primaria;Incompleta;Alajuela;Republicano Social Cristiano;Graysexual;N
768;M;C;31;Primaria;Incompleta;Cartago;Liberación Nacional;Antrosexual;N
769;M;V;22;Universitaria;Completa;Puntarenas;Movimiento Libertario;Bisexual;N
770;F;V;23;No;Aplica;San José;Acción Ciudadana;Graysexual;N
771;F;S;42;Primaria;Completa;Alajuela;Frente Amplio;Antrosexual;N
772;F;V;53;Primaria;Completa;Alajuela;Movimiento Libertario;Antrosexual;S
773;M;D;56;Universitaria;Incompleta;Cartago;Liberación Nacional;Graysexual;S
774;F;S;24;Primaria;Incompleta;Puntarenas;Republicano Social Cristiano;Antrosexual;S
775;M;D;24;Primaria;Incompleta;Guanacaste;Movimiento Libertario;Metrosexual;N
776;M;U;21;Primaria;Completa;Puntarenas;Movimiento Libertario;Graysexual;N
777;M;S;47;Universitaria;Incompleta;Guanacaste;Acción Ciudadana;Graysexual;S
778;F;D;36;Educación;Técnica;Puntarenas;Frente Amplio;Pansexual;S
779;F;C;59;Secundaria;Completa;San José;Republicano Social Cristiano;Transexual;N
780;M;S;23;No;Aplica;Cartago;Frente Amplio;Demisexual;S
781;M;V;40;Secundaria;Incompleta;San José;Unidad Social Cristiana;Demisexual;S
782;M;U;49;Secundaria;Incompleta;Heredia;Unidad Social Cristiana;Asexual;S
783;F;V;28;No;Aplica;Heredia;Partido Integración Nacional;Demisexual;S
784;F;V;40;Primaria;Incompleta;Cartago;Movimiento Libertario;Hetrosexual;S
785;F;S;58;Primaria;Incompleta;Limón;Movimiento Libertario;Pansexual;N
786;M;V;49;Educación;Técnica;San José;Accesibilidad sin Exclusión;Homosexual;N
787;M;D;41;No;Aplica;Alajuela;Renovación Costarricense;Bisexual;S
788;F;S;18;Universitaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Transexual;S
789;F;D;58;Universitaria;Incompleta;Alajuela;Unidad Social Cristiana;Pansexual;N
790;F;C;43;Educación;Técnica;Alajuela;Frente Amplio;Antrosexual;N
791;F;V;40;No;Aplica;Heredia;Frente Amplio;Graysexual;N
792;F;C;52;Primaria;Completa;Limón;Acción Ciudadana;Bisexual;N
793;F;C;26;Secundaria;Incompleta;Puntarenas;Unidad Social Cristiana;Graysexual;N
794;F;U;59;Primaria;Completa;Alajuela;Frente Amplio;Hetrosexual;S
795;F;U;43;Educación;Técnica;Cartago;Liberación Nacional;Asexual;S
796;F;V;43;Universitaria;Completa;Guanacaste;Liberación Nacional;Homosexual;N
797;F;V;64;Primaria;Incompleta;Limón;Frente Amplio;Graysexual;N
798;M;S;42;Universitaria;Incompleta;Limón;Liberación Nacional;Bisexual;S
799;F;D;56;Educación;Técnica;Puntarenas;Liberación Nacional;Graysexual;N
800;M;D;21;Secundaria;Incompleta;Limón;Renovación Costarricense;Bisexual;S
801;M;V;39;Educación;Técnica;Alajuela;Accesibilidad sin Exclusión;Bisexual;S
802;M;S;33;Universitaria;Completa;Cartago;Republicano Social Cristiano;Transexual;N
803;M;V;53;Secundaria;Completa;Cartago;Acción Ciudadana;Transexual;S
804;F;U;48;Primaria;Incompleta;Cartago;Renovación Costarricense;Transexual;N
805;F;D;28;Secundaria;Completa;Alajuela;Movimiento Libertario;Metrosexual;S
806;F;S;24;Secundaria;Incompleta;Limón;Accesibilidad sin Exclusión;Bisexual;N
807;F;S;28;Educación;Técnica;Heredia;Acción Ciudadana;Demisexual;S
808;M;D;56;Educación;Técnica;Alajuela;Acción Ciudadana;Asexual;N
809;F;S;46;Primaria;Incompleta;San José;Frente Amplio;Demisexual;S
810;M;U;52;Primaria;Incompleta;Limón;Accesibilidad sin Exclusión;Graysexual;N
811;M;S;40;Primaria;Incompleta;Guanacaste;Partido Integración Nacional;Bisexual;N
812;M;V;23;No;Aplica;Puntarenas;Unidad Social Cristiana;Bisexual;S
813;F;U;38;Primaria;Completa;Puntarenas;Frente Amplio;Metrosexual;S
814;F;V;35;Primaria;Incompleta;Puntarenas;Movimiento Libertario;Hetrosexual;N
815;M;C;43;Secundaria;Completa;Guanacaste;Unidad Social Cristiana;Transexual;S
816;M;C;50;Universitaria;Completa;Cartago;Liberación Nacional;Transexual;N
817;M;S;46;Primaria;Incompleta;Limón;Frente Amplio;Pansexual;S
818;F;U;54;Primaria;Completa;Alajuela;Liberación Nacional;Bisexual;S
819;F;C;47;Universitaria;Incompleta;Cartago;Frente Amplio;Metrosexual;N
820;M;C;43;Universitaria;Completa;Alajuela;Republicano Social Cristiano;Homosexual;N
821;M;U;40;Universitaria;Incompleta;Guanacaste;Acción Ciudadana;Graysexual;N
822;M;D;51;Secundaria;Incompleta;Limón;Unidad Social Cristiana;Demisexual;N
823;M;V;41;Primaria;Completa;Guanacaste;Partido Integración Nacional;Asexual;N
824;F;U;61;Educación;Técnica;San José;Renovación Costarricense;Demisexual;S
825;F;C;20;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Hetrosexual;S
826;M;C;51;Primaria;Incompleta;San José;Liberación Nacional;Bisexual;S
827;F;C;37;No;Aplica;Alajuela;Partido Integración Nacional;Homosexual;N
828;F;C;36;Secundaria;Incompleta;Heredia;Liberación Nacional;Transexual;N
829;M;C;38;Educación;Técnica;Limón;Accesibilidad sin Exclusión;Pansexual;N
830;M;S;42;Secundaria;Completa;Puntarenas;Frente Amplio;Demisexual;S
831;F;U;49;Educación;Técnica;Limón;Movimiento Libertario;Hetrosexual;N
832;F;S;42;Universitaria;Incompleta;Puntarenas;Renovación Costarricense;Metrosexual;N
833;M;D;25;Primaria;Incompleta;Alajuela;Renovación Costarricense;Homosexual;N
834;F;D;35;Secundaria;Incompleta;Alajuela;Republicano Social Cristiano;Asexual;S
835;F;S;34;Universitaria;Incompleta;Heredia;Renovación Costarricense;Graysexual;S
836;M;C;47;Secundaria;Completa;Guanacaste;Frente Amplio;Graysexual;S
837;F;U;25;Primaria;Completa;Heredia;Partido Integración Nacional;Asexual;S
838;M;S;50;Primaria;Incompleta;Guanacaste;Liberación Nacional;Metrosexual;N
839;M;C;22;Educación;Técnica;Cartago;Republicano Social Cristiano;Hetrosexual;N
840;M;D;63;Educación;Técnica;Cartago;Unidad Social Cristiana;Pansexual;S
841;M;V;47;No;Aplica;Limón;Movimiento Libertario;Asexual;S
842;F;C;22;Secundaria;Incompleta;Puntarenas;Unidad Social Cristiana;Metrosexual;N
843;M;V;63;Universitaria;Completa;San José;Movimiento Libertario;Asexual;S
844;F;V;20;No;Aplica;Guanacaste;Republicano Social Cristiano;Transexual;N
845;F;D;27;Secundaria;Completa;Limón;Renovación Costarricense;Asexual;S
846;F;V;19;Primaria;Incompleta;San José;Renovación Costarricense;Antrosexual;S
847;M;C;48;Secundaria;Completa;Heredia;Unidad Social Cristiana;Asexual;N
848;M;U;48;Universitaria;Completa;Puntarenas;Acción Ciudadana;Metrosexual;S
849;M;U;35;Secundaria;Completa;Cartago;Frente Amplio;Bisexual;N
850;F;C;51;Educación;Técnica;Guanacaste;Liberación Nacional;Antrosexual;N
851;M;C;43;Secundaria;Incompleta;Alajuela;Liberación Nacional;Hetrosexual;N
852;M;S;19;Universitaria;Completa;Limón;Accesibilidad sin Exclusión;Antrosexual;S
853;F;V;34;No;Aplica;Cartago;Republicano Social Cristiano;Homosexual;S
854;M;D;24;Primaria;Completa;Limón;Partido Integración Nacional;Metrosexual;N
855;F;D;61;Primaria;Incompleta;Limón;Liberación Nacional;Homosexual;N
856;M;V;64;Universitaria;Completa;San José;Liberación Nacional;Homosexual;N
857;F;D;18;Secundaria;Completa;San José;Renovación Costarricense;Demisexual;S
858;M;D;18;Educación;Técnica;Puntarenas;Renovación Costarricense;Homosexual;S
859;F;C;19;Educación;Técnica;Heredia;Unidad Social Cristiana;Hetrosexual;S
860;F;V;52;Primaria;Incompleta;Heredia;Partido Integración Nacional;Graysexual;N
861;F;V;31;No;Aplica;Heredia;Republicano Social Cristiano;Hetrosexual;S
862;F;V;33;No;Aplica;Guanacaste;Unidad Social Cristiana;Metrosexual;N
863;F;U;44;Primaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Pansexual;S
864;F;S;42;Primaria;Incompleta;Puntarenas;Liberación Nacional;Asexual;N
865;F;D;25;No;Aplica;Heredia;Republicano Social Cristiano;Pansexual;N
866;M;U;48;Primaria;Completa;Alajuela;Frente Amplio;Homosexual;N
867;M;C;26;No;Aplica;Alajuela;Unidad Social Cristiana;Metrosexual;S
868;F;V;33;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Pansexual;N
869;M;S;21;Universitaria;Incompleta;Limón;Frente Amplio;Antrosexual;S
870;M;V;31;Universitaria;Incompleta;Alajuela;Acción Ciudadana;Graysexual;N
871;F;U;31;Universitaria;Completa;Limón;Movimiento Libertario;Metrosexual;S
872;M;V;30;Secundaria;Completa;Limón;Frente Amplio;Asexual;S
873;M;U;22;Universitaria;Incompleta;Cartago;Acción Ciudadana;Homosexual;N
874;F;U;24;Primaria;Incompleta;San José;Frente Amplio;Demisexual;S
875;M;V;46;Universitaria;Completa;Guanacaste;Renovación Costarricense;Homosexual;N
876;M;D;61;Universitaria;Completa;Guanacaste;Republicano Social Cristiano;Graysexual;S
877;F;U;19;Universitaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Graysexual;N
878;F;S;31;Primaria;Incompleta;Cartago;Unidad Social Cristiana;Homosexual;N
879;M;C;34;Primaria;Completa;Heredia;Partido Integración Nacional;Pansexual;N
880;F;D;28;Primaria;Completa;Alajuela;Accesibilidad sin Exclusión;Hetrosexual;S
881;F;S;48;Primaria;Incompleta;Puntarenas;Republicano Social Cristiano;Transexual;S
882;M;C;62;Educación;Técnica;Limón;Unidad Social Cristiana;Demisexual;S
883;F;U;30;Primaria;Incompleta;Heredia;Acción Ciudadana;Pansexual;S
884;F;V;25;Universitaria;Completa;Puntarenas;Unidad Social Cristiana;Hetrosexual;S
885;F;D;57;Universitaria;Incompleta;Guanacaste;Movimiento Libertario;Metrosexual;S
886;F;V;26;Secundaria;Completa;San José;Renovación Costarricense;Hetrosexual;N
887;M;U;30;Universitaria;Incompleta;Alajuela;Frente Amplio;Hetrosexual;N
888;M;S;38;Educación;Técnica;Limón;Movimiento Libertario;Hetrosexual;N
889;M;C;59;No;Aplica;Puntarenas;Accesibilidad sin Exclusión;Antrosexual;S
890;M;V;63;Universitaria;Completa;Limón;Movimiento Libertario;Bisexual;S
891;M;D;61;Primaria;Incompleta;Cartago;Liberación Nacional;Hetrosexual;S
892;F;D;59;Secundaria;Incompleta;Guanacaste;Republicano Social Cristiano;Transexual;N
893;M;S;42;Secundaria;Completa;Heredia;Partido Integración Nacional;Homosexual;N
894;F;V;42;Secundaria;Incompleta;Alajuela;Movimiento Libertario;Pansexual;S
895;M;U;54;Primaria;Incompleta;Limón;Accesibilidad sin Exclusión;Metrosexual;S
896;F;V;42;Educación;Técnica;Limón;Acción Ciudadana;Antrosexual;N
897;M;V;57;Universitaria;Incompleta;San José;Frente Amplio;Demisexual;S
898;F;D;21;Educación;Técnica;Puntarenas;Movimiento Libertario;Pansexual;S
899;M;C;29;Primaria;Completa;San José;Movimiento Libertario;Homosexual;N
900;F;D;40;Secundaria;Incompleta;Cartago;Acción Ciudadana;Metrosexual;S
901;F;C;59;Universitaria;Incompleta;Puntarenas;Partido Integración Nacional;Homosexual;N
902;F;U;42;Universitaria;Incompleta;Guanacaste;Renovación Costarricense;Transexual;N
903;M;D;60;Secundaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Demisexual;S
904;F;D;31;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Asexual;N
905;M;C;20;Secundaria;Incompleta;San José;Liberación Nacional;Demisexual;S
906;F;C;48;Primaria;Completa;Guanacaste;Unidad Social Cristiana;Hetrosexual;N
907;F;U;29;Primaria;Completa;Heredia;Republicano Social Cristiano;Homosexual;S
908;M;V;58;Universitaria;Incompleta;Cartago;Liberación Nacional;Graysexual;S
909;M;U;41;Educación;Técnica;Limón;Movimiento Libertario;Hetrosexual;N
910;F;V;64;Primaria;Incompleta;Limón;Movimiento Libertario;Homosexual;N
911;F;C;35;Primaria;Completa;Limón;Liberación Nacional;Hetrosexual;N
912;M;C;23;Primaria;Completa;Puntarenas;Acción Ciudadana;Demisexual;N
913;F;U;33;No;Aplica;San José;Movimiento Libertario;Demisexual;S
914;F;V;21;No;Aplica;San José;Accesibilidad sin Exclusión;Pansexual;S
915;F;V;37;Universitaria;Completa;Limón;Renovación Costarricense;Pansexual;S
916;M;V;47;Primaria;Incompleta;Alajuela;Movimiento Libertario;Hetrosexual;S
917;M;V;18;Universitaria;Incompleta;Cartago;Frente Amplio;Hetrosexual;S
918;F;U;58;Secundaria;Completa;Puntarenas;Acción Ciudadana;Graysexual;S
919;M;U;57;Universitaria;Incompleta;Heredia;Partido Integración Nacional;Pansexual;N
920;F;V;31;No;Aplica;Alajuela;Partido Integración Nacional;Hetrosexual;N
921;F;U;21;Primaria;Completa;Alajuela;Renovación Costarricense;Transexual;S
922;M;U;44;Secundaria;Completa;San José;Renovación Costarricense;Graysexual;S
923;F;U;27;Secundaria;Completa;Heredia;Frente Amplio;Bisexual;N
924;M;S;30;Educación;Técnica;Cartago;Accesibilidad sin Exclusión;Pansexual;S
925;M;V;48;No;Aplica;Alajuela;Acción Ciudadana;Asexual;N
926;M;V;45;Universitaria;Completa;Guanacaste;Unidad Social Cristiana;Homosexual;N
927;M;C;62;Universitaria;Completa;Guanacaste;Movimiento Libertario;Graysexual;N
928;F;V;43;Universitaria;Completa;Guanacaste;Unidad Social Cristiana;Bisexual;N
929;F;D;20;Secundaria;Incompleta;Guanacaste;Renovación Costarricense;Antrosexual;S
930;M;C;55;Primaria;Incompleta;Heredia;Unidad Social Cristiana;Pansexual;N
931;F;D;61;No;Aplica;Heredia;Unidad Social Cristiana;Asexual;N
932;M;D;48;Primaria;Completa;Cartago;Liberación Nacional;Transexual;N
933;F;V;41;Secundaria;Incompleta;Cartago;Acción Ciudadana;Demisexual;N
934;F;S;49;Educación;Técnica;San José;Republicano Social Cristiano;Antrosexual;S
935;F;D;57;Primaria;Completa;Cartago;Renovación Costarricense;Asexual;S
936;M;D;27;No;Aplica;Limón;Acción Ciudadana;Asexual;N
937;F;V;20;Secundaria;Incompleta;Limón;Acción Ciudadana;Graysexual;S
938;F;D;64;Primaria;Incompleta;Heredia;Partido Integración Nacional;Bisexual;N
939;F;C;18;Educación;Técnica;Alajuela;Partido Integración Nacional;Pansexual;N
940;M;V;60;Universitaria;Incompleta;San José;Accesibilidad sin Exclusión;Homosexual;S
941;F;S;22;Primaria;Completa;Guanacaste;Movimiento Libertario;Homosexual;S
942;F;V;63;Primaria;Incompleta;Guanacaste;Unidad Social Cristiana;Asexual;S
943;M;C;45;Universitaria;Completa;Cartago;Renovación Costarricense;Demisexual;S
944;F;S;40;Primaria;Incompleta;San José;Renovación Costarricense;Hetrosexual;N
945;M;V;43;Secundaria;Incompleta;Heredia;Unidad Social Cristiana;Asexual;N
946;F;S;35;No;Aplica;Guanacaste;Accesibilidad sin Exclusión;Asexual;S
947;F;U;41;Universitaria;Completa;San José;Partido Integración Nacional;Hetrosexual;S
948;M;U;58;Universitaria;Completa;Heredia;Movimiento Libertario;Hetrosexual;N
949;F;U;26;No;Aplica;San José;Movimiento Libertario;Demisexual;S
950;M;C;38;Universitaria;Incompleta;Guanacaste;Renovación Costarricense;Transexual;S
951;F;U;26;Secundaria;Completa;Guanacaste;Unidad Social Cristiana;Metrosexual;N
952;F;V;52;No;Aplica;Limón;Liberación Nacional;Metrosexual;N
953;M;U;45;Secundaria;Incompleta;Guanacaste;Liberación Nacional;Graysexual;S
954;M;V;38;Universitaria;Incompleta;Guanacaste;Frente Amplio;Graysexual;N
955;M;C;23;No;Aplica;Alajuela;Movimiento Libertario;Antrosexual;S
956;M;V;50;Universitaria;Incompleta;Cartago;Renovación Costarricense;Antrosexual;S
957;M;S;54;Universitaria;Completa;Alajuela;Renovación Costarricense;Demisexual;S
958;F;V;22;Secundaria;Completa;Puntarenas;Partido Integración Nacional;Transexual;N
959;F;D;21;Educación;Técnica;Heredia;Frente Amplio;Transexual;N
960;F;C;33;Educación;Técnica;Heredia;Partido Integración Nacional;Graysexual;N
961;F;U;57;No;Aplica;Guanacaste;Republicano Social Cristiano;Metrosexual;S
962;F;S;60;Primaria;Incompleta;Cartago;Movimiento Libertario;Transexual;N
963;F;U;33;Universitaria;Incompleta;Heredia;Unidad Social Cristiana;Homosexual;N
964;M;U;24;Universitaria;Incompleta;Guanacaste;Liberación Nacional;Metrosexual;N
965;M;S;32;Universitaria;Incompleta;Heredia;Frente Amplio;Demisexual;S
966;M;S;47;Secundaria;Completa;San José;Liberación Nacional;Antrosexual;N
967;F;S;61;Secundaria;Incompleta;Cartago;Unidad Social Cristiana;Antrosexual;N
968;F;V;56;Universitaria;Completa;Alajuela;Renovación Costarricense;Demisexual;S
969;M;U;21;Secundaria;Completa;Limón;Renovación Costarricense;Homosexual;N
970;F;C;39;Universitaria;Completa;Limón;Renovación Costarricense;Demisexual;S
971;F;S;47;Educación;Técnica;Guanacaste;Liberación Nacional;Demisexual;N
972;M;V;33;Educación;Técnica;Heredia;Liberación Nacional;Demisexual;N
973;F;C;54;No;Aplica;San José;Movimiento Libertario;Bisexual;S
974;M;V;25;Secundaria;Incompleta;Puntarenas;Liberación Nacional;Bisexual;N
975;F;V;19;Universitaria;Incompleta;Guanacaste;Movimiento Libertario;Graysexual;S
976;M;V;25;Secundaria;Incompleta;Puntarenas;Acción Ciudadana;Asexual;S
977;F;V;43;Secundaria;Completa;Guanacaste;Acción Ciudadana;Transexual;N
978;F;U;22;Educación;Técnica;Guanacaste;Republicano Social Cristiano;Transexual;N
979;M;V;45;Secundaria;Completa;Limón;Partido Integración Nacional;Metrosexual;S
980;M;V;29;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Demisexual;S
981;M;D;29;Primaria;Completa;Puntarenas;Movimiento Libertario;Demisexual;N
982;M;V;24;Universitaria;Incompleta;Guanacaste;Partido Integración Nacional;Metrosexual;N
983;M;D;19;Educación;Técnica;Guanacaste;Movimiento Libertario;Demisexual;S
984;F;S;32;Universitaria;Completa;San José;Acción Ciudadana;Graysexual;N
985;F;D;29;Universitaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Homosexual;S
986;M;S;19;Primaria;Incompleta;Limón;Republicano Social Cristiano;Graysexual;S
987;F;D;57;Primaria;Incompleta;Heredia;Partido Integración Nacional;Antrosexual;N
